artist,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
Gareth Coker,Dianoia,4eKttBFjxz3qF2ByEv5tol,,0.184,0.157,8,-18.209,0,0.0316,0.944,0.0937,0.0365,91.542,264157,
Luc St-Pierre,Wyverndale's Theme,11gkYPiJmBqKyXstgFmgAX,,0.315,0.416,0,-12.034,1,0.031,0.0966,0.0803,0.111,114.013,250259,
Ludvig Forssell,The Face of Our New Hope,4Er4Eq5De16sKwCV8nx4ej,,0.299,0.137,1,-22.218,0,0.0389,0.909,0.128,0.0352,121.853,205627,
Various Artists,Menu (Protect the Loop),0HGknL22SeV3WN0hrWffhp,,0.517,0.641,5,-10.783,0,0.0322,0.963,0.115,0.0437,111.123,74947,
Gareth Coker,Light of Nibel (feat. Aeralie Brighton),79aotvPXTlHbZ8MvoxhqAE,,0.248,0.507,9,-11.68,1,0.0373,0.889,0.172,0.054,79.54,259082,
Nobuo Uematsu,Main Theme of Final Fantasy VII (Final Fantasy VII),1Op47dMLD73On4rNNNU3AW,,0.109,0.13,2,-15.702,1,0.0383,0.87,0.0941,0.0365,78.686,403493,
Johan Söderqvist,Glorifica,2P961w334gKjxJEM2h8Rxi,,0.233,0.22,9,-15.984,0,0.0336,0.941,0.129,0.0397,107.563,143240,
ICO,Castle in the Mist,3NqHQ4V2U4wQuWlByWfa1r,,0.702,0.419,4,-11.964,0,0.043,0.93,0.09,0.13,149.945,185173,
Christopher Tin,Sogno di Volare (“The Dream of Flight”),1miPwGI7xUKfHj6vIpMfP3,,0.346,0.64,8,-9.59,1,0.0332,0.938,0.097,0.173,64.949,233053,
SIE Sound Team,Overture: Lore,3ITCrEvmcuQOnmy4g1TZY5,,0.177,0.0699,6,-25.262,1,0.0388,0.906,0.0861,0.0353,85.188,186733,
Capcom Sound Team,Bonding Winds - Monster Hunter Stories 2 Version,77AG1cu6yIcvSHV9Ct8q6o,,0.341,0.528,7,-6.032,1,0.0279,0.896,0.0838,0.275,99.873,229608,
Lena Raine,First Steps,4MsC3bu5B8WQGHQjOoH2NG,,0.545,0.635,0,-7.874,1,0.0259,0.0579,0.158,0.0884,90.005,218708,
Nobuo Uematsu,One​-​Winged Angel (Final Fantasy VII),7GBP9vqKB9o9wcQrkblICD,,0.497,0.525,2,-8.241,0,0.0405,0.0386,0.297,0.249,122.643,265573,
Various Artists,Arabia (The Medieval Era),5iujP4oGYJCAacXaQHHJs2,,0.619,0.415,2,-13.777,0,0.0252,0.964,0.102,0.783,99.995,206912,
Capcom Sound Team,Save Room,3zudlPMpi7uCXuaAQiyd9D,,0.211,0.0484,7,-28.607,0,0.0364,0.846,0.0833,0.0335,65.867,41704,
Olivier Deriviere,Plague Tale,6M8tbJM72TgAKXcxXTgtxQ,,0.0689,0.108,7,-18.538,0,0.0392,0.481,0.125,0.0659,75.713,136093,
Andrew Prahlow,Timber Hearth,3BIf974vl0lIEo3EY1XvD1,,0.428,0.314,3,-10.131,1,0.0308,0.901,0.0835,0.102,96.213,204957,
Cœur De Pirate,Pilgrims on a Long Journey,3ZuXIVoa0q3D21CJY4ZLjd,,0.297,0.18,7,-16.522,0,0.0413,0.832,0.121,0.177,75.265,211547,
Various Artists,England (The Industrial Era),697Keoq5gB7W3xui3vBpG4,,0.169,0.138,2,-13.633,1,0.0413,0.917,0.108,0.0382,126.131,238919,
Japanese Breakfast,The Ewer (Day),6DCm22M3hiXoNpq3WB5FWP,,0.605,0.521,8,-9.267,0,0.0324,0.933,0.109,0.233,110.008,245562,
Jason Graves,Welcome Aboard The U.S.G. Ishimura,0albZjbwvxiUOEltWXj1ao,,0.172,0.198,8,-21.249,0,0.0531,0.813,0.225,0.0368,76.755,320788,
Jason Graves,Adventure Found Me,6DGUzh0i57qQRHIjWL2W4m,,0.389,0.323,7,-17.042,1,0.0405,0.136,0.0832,0.0389,140.037,62000,
Paradox Interactive,Knights Of Jerusalem,3AWSRZ967XzZAtGIQnqvrc,,0.122,0.362,2,-12.329,0,0.0381,0.928,0.113,0.0394,163.407,321379,
Jessica Curry,Finding the Pattern,4u2qyRFTBYm3Se02t0Ki7d,,0.146,0.154,5,-16.92,1,0.0449,0.648,0.124,0.0383,143.625,240120,
EA Games Soundtrack,Under Construction,7hqCX9nPUOnFYk4q1XKq3e,,0.425,0.411,0,-15.063,1,0.0389,0.893,0.12,0.486,99.485,288877,
Guy Jackson,Sunny's Theme,32WK8dQzMwl0AjvNxhf7lz,,0.213,0.107,9,-20.89,0,0.0371,0.933,0.0903,0.039,67.232,223733,
Chrxs Beats,Top G,74QaKJ3SsMdESMqqNoCf7u,,0.328,0.784,6,-7.312,0,0.174,4.44e-05,0.374,0.159,170.074,172610,
Chrxs Beats,Winstrol (Drill Remix),1PzGms9WV4I8XF55BYV65n,,0.372,0.663,9,-8.375,0,0.207,0.608,0.0915,0.431,178.986,123402,
Chrxs Beats,Legend (Drill Remix),5RkXC5y87Go76wBbSQxIiV,,0.701,0.656,2,-7.56,1,0.0698,0.841,0.307,0.537,149.909,115204,
Chrxs Beats,I'm Good,51MGgzWq9SOohNmIrffFKD,,0.602,0.906,11,-8.282,0,0.0675,0.868,0.264,0.37,170.099,125647,
Chrxs Beats,Legend (Drill Remix) - Sped Up,0MZYQJbHrBiKw2n96QmqPD,,0.478,0.689,8,-7.567,0,0.105,0.869,0.609,0.609,111.174,101658,
Chrxs Beats,Top G - Sped Up,5Sh5lpXwtzsSGpVeKWH9LP,,0.308,0.828,5,-7.31,0,0.278,3.12e-05,0.115,0.22,185.301,158615,
Chrxs Beats,Eternals,6burEMH40666Fy5WBAEWnt,,0.559,0.539,0,-12.791,0,0.126,0.625,0.114,0.176,159.963,144000,
Chrxs Beats,Lucid Dreams,5gjkVoeMFZVvfMJrC0oOhU,,0.461,0.667,6,-9.546,0,0.0318,0.806,0.142,0.0742,170.09,189176,
Chrxs Beats,Power Up,1chaUcRsy1BhV03iRnKeMY,,0.367,0.768,11,-8.138,0,0.0504,0.974,0.267,0.301,180.04,129333,
Tevvez,Legend,05EG9LwFCVjkoYEWzsrHHO,,0.294,0.707,2,-5.418,1,0.0389,0.106,0.0705,0.0395,149.94,189679,
Tevvez,Mystique,3BrjDL7NEUuvwGOhG10O0e,,0.435,0.543,11,-9.133,0,0.0489,5.69e-05,0.27,0.205,154.136,181157,
Yosuf,Anadrol,6EXi0RWDxqvxDEHFbqR7XB,,0.3,0.966,7,-3.671,1,0.102,0.333,0.574,0.17,89.72,139948,
Tevvez,Glimmer of hope,02p8XmQFdXsIlJ5x7kUjx6,,0.39,0.568,4,-8.439,0,0.0288,0.945,0.162,0.0371,145.065,176280,
Tevvez,Endless,6yVHXnAPQiSYcyDvLodsDf,,0.36,0.75,10,-7.256,1,0.166,0.754,0.357,0.186,145.096,194991,
Mqx,Next to Me - Sped up Edit,0AZA8o4lZOanL2IG8bAuho,,0.55,0.83,5,-3.045,0,0.0478,0.904,0.348,0.62,160.952,124992,
Tevvez,Alpha,34suMP5fG78QH2hnM0RaG1,,0.502,0.727,1,-7.645,1,0.0533,0.513,0.096,0.0621,135.057,247458,
Tevvez,Oblivion,4TqjqcTFQcabvaFwDFyf2D,,0.518,0.747,8,-8.008,0,0.0325,0.877,0.132,0.12,145.032,222216,
Tevvez,Greek Gods,4iaeBc95MA1pU7F9qKgAWw,,0.451,0.775,4,-8.46,1,0.0289,0.846,0.113,0.129,149.948,200662,
Tevvez,Sigma,18WFR8rRlJIVsJDFHWBbNN,,0.483,0.802,4,-9.205,0,0.147,0.748,0.0822,0.0875,144.985,215073,
Tevvez,Zeus,5bNofz6tViGjfWBgozTscm,,0.298,0.845,5,-4.243,0,0.0885,0.882,0.357,0.217,152.382,196085,
Dionysus,Son of Zeus,3SZJvXugCuDgVYb0DdXWoo,,0.444,0.961,1,-2.567,0,0.0595,0.00417,0.108,0.243,160.019,153000,
Yosuf,Sweet Dreams,7jGgAJ2hd0jpSkhjPpzQgR,,0.469,0.969,1,-1.87,1,0.056,0.00662,0.356,0.114,169.975,201449,
Yosuf,You're On My Mind Broe,3Owunpwpt5OauLUJKz3rtS,,0.454,0.927,5,-1.779,0,0.36,0.0,0.359,0.462,180.048,124056,
Yosuf,Tren,34Xj0bZmjQr2ohlHbFFxHB,,0.511,0.912,7,-5.137,1,0.0621,0.355,0.193,0.251,89.978,158899,
Dionysus,Son of Zeus,46vE03OBIQ6eb9AulaMSo2,,0.444,0.961,1,-2.567,0,0.0595,0.00417,0.108,0.243,160.019,153000,
Always Mirin,Only Girl,2dopSWkGBJ08JBscvTmkjF,,0.556,0.842,7,-4.251,1,0.0517,8.58e-06,0.571,0.696,168.816,138817,
SICK LEGEND,MIDDLE OF THE NIGHT - HARDSTYLE REMIX,4pqAkUZlA17gsTxFjP4BDL,,0.292,0.692,2,-7.198,1,0.0376,0.000354,0.382,0.0544,185.467,175147,
Tevvez,Spectre,1aYbJzVcVkmDMilDcIKvc1,,0.399,0.665,1,-8.178,1,0.198,0.738,0.109,0.0383,119.944,196497,
Tevvez,Parallel Universe,0PgTDR0OtNAj5U1dWw1W0t,,0.481,0.647,0,-8.151,0,0.0408,0.364,0.116,0.039,75.014,205096,
Mqx,Next to Me (Remastered),4ol2gCPaNOR1fyloueAEXX,,0.601,0.763,3,-6.323,0,0.0426,0.0499,0.243,0.403,138.926,233777,
Dionysus,Home,6KqXXKyHv8TTju2QiCPDCh,,0.345,0.771,7,-7.026,0,0.261,0.044,0.174,0.083,178.006,188090,
Yosuf,We're All Gonna Make It,4yVgErpbtjYcHSlMQHrnpc,,0.21,0.964,8,-0.761,1,0.231,0.0108,0.35,0.279,89.855,155391,
Dionysus,FVCKED UP,25fDiT4tFQLlOME2ZsAG34,,0.569,0.456,10,-2.523,0,0.0914,0.0275,0.3,0.125,171.95,192000,
Tevvez,"Mystique, Pt. 2",6NCu7EdeF8fASmgNqZ79ie,,0.474,0.696,9,-6.86,0,0.044,0.000291,0.0594,0.167,153.897,168807,
Yosuf,Dbol,68CwRxQ9iUfeN61vxSsp8P,,0.453,0.956,1,-3.373,1,0.0836,0.18,0.102,0.421,90.005,124122,
Mqx,405 Anthem,2FkgXqnBHaaDcn3Rxy8M2q,,0.54,0.967,6,-1.692,1,0.194,0.000572,0.435,0.592,140.089,135018,
Tevvez,Vision,0UKenSIZwnK7ZTXmxRtvKl,,0.32,0.798,10,-7.728,0,0.133,0.485,0.103,0.142,145.194,192663,
HARDSTYLE DEMON,APPLAUSE,5pSKTzN2c6XlL0Gqc9he4N,,0.445,0.691,0,-7.56,0,0.109,0.0,0.386,0.561,170.037,174486,
AniLifts,Let Me Go,0zBww921P16svZE7ct8S6i,,0.23,0.882,8,-6.005,0,0.266,1.39e-06,0.269,0.453,85.547,161534,
Mqx,Next to Me,3O08pDqfWGTWBV3aArdMUw,,0.648,0.757,6,-4.306,1,0.0605,0.159,0.0995,0.461,139.019,144647,
HARDSTYLE CVNT,MALO TEBYA,5ZcLRkAdHfX5bTLcSshjFH,,0.427,0.794,8,-7.288,1,0.069,0.0459,0.157,0.509,181.674,164095,
Tevvez,Frozen in time,2rw6f8ewTlzmozkSOQoek0,,0.444,0.833,4,-6.721,0,0.0765,1.87e-05,0.186,0.0723,150.09,224075,
Yosuf,HGH,3IwcCmkaTRvAntlZ908rw7,,0.541,0.991,7,-1.931,0,0.0833,0.563,0.22,0.0953,99.993,143050,
Yosuf,Winstrol,1IzkTqD1Ua8MVrwOnjpaX1,,0.162,0.957,9,-3.546,0,0.306,3.14e-05,0.525,0.359,179.594,132874,
Yosuf,War,6eauGbzOdIyNOxMIDrZHu1,,0.258,0.948,9,-3.64,0,0.131,0.871,0.196,0.148,179.87,180722,
Sathyajith,"Freak Penne - From ""Oru Adaar Love""",0bZRvHW6rmXRlMiwVS5NX9,,0.801,0.697,4,-6.852,0,0.0598,7.01e-06,0.138,0.886,129.005,201860,
Shaan Rahman,Kudukku,1BSq1FKj2mJx9csa1Rf9TV,,0.562,0.673,1,-8.05,1,0.0645,0.0,0.317,0.438,143.868,157609,
Shaan Rahman,Enne Thallendammaava,3QcqqNwPMZxG3wiEO7chtw,,0.666,0.509,11,-5.126,0,0.0519,4.19e-05,0.135,0.527,69.89,199497,
Vishnu Vijay,"Njan Jackson Allada - From ""Ambili""",6VMLVgfZ9zQZCLWEYk74gU,,0.832,0.596,0,-8.49,0,0.0494,7.1e-06,0.0931,0.545,133.953,227231,
Shaan Rahman,Entammede Jimikki Kammal,2n46SeXId7o9WvXTFgRO8B,,0.461,0.495,9,-8.121,0,0.293,0.000194,0.0642,0.888,180.022,201600,
Various Artists,Lajjavathiye,6kycpDaNImAL4PaE0C5Fdd,,0.623,0.853,10,-9.639,0,0.168,0.0,0.0219,0.773,110.716,277827,
NJ,Panipaali,41YFFgkHlMUDOtODzvm9Nx,,0.861,0.687,8,-7.037,0,0.173,0.000168,0.0729,0.729,150.079,220400,
Deepak Dev,Kaane Kaane,1s2WTPgNIrIdx0Xus2Ykep,,0.545,0.645,8,-4.807,0,0.0479,0.0,0.136,0.252,165.907,200640,
M. G. Sreekumar,Velmuruka,6kmll1rtA5R6T4t4cJiAZG,,0.707,0.948,11,-3.313,0,0.0503,1.11e-06,0.145,0.79,145.0,326000,
M. G. Sreekumar,"Thakilu Pukilu (From ""Ravanaprabhu"")",5dW4zCv6YjtnbUtL3ZNLVE,,0.808,0.781,7,-8.166,0,0.0867,0.0,0.258,0.816,128.058,342181,
P. S. Jayhari,"Pavizha Mazha - From ""Athiran""",3TsorvyAOaXukW3Tf43BmQ,,0.559,0.726,3,-4.379,1,0.0456,0.0,0.0823,0.182,90.052,233191,
Jakes Bejoy,Podipaarana,50wZOoM5cAGBgyTn7Z6feM,,0.771,0.765,10,-7.593,0,0.0865,0.0,0.358,0.821,103.994,275648,
M. Jayachandran,Kakka Malayile,4OtsASjYxKIWCEbQQEQKSZ,,0.773,0.932,11,-6.292,0,0.134,5.32e-06,0.189,0.809,81.509,278533,
Various Artists,Maangalyam,52WAvXADpiCQ6aRweaWshm,,0.891,0.868,5,-6.82,1,0.0497,3.06e-06,0.118,0.845,118.017,234661,
Rajesh Murugesan,Rockaankuthu,0cFVwgambRzeYaYxOXW4IU,,0.714,0.846,4,-5.26,0,0.198,1.27e-05,0.237,0.8,83.03,181342,
Ifthi,Adyam Thammil,0DNpUXVrndlLjcE5zJ3JxW,,0.575,0.515,4,-8.805,1,0.0483,0.0121,0.114,0.396,87.889,303586,
A.R. Rahman,Mustafa Mustafa,0XHI7qFNeVsVZ9dQE48W64,,0.828,0.292,9,-15.337,0,0.0516,9.23e-06,0.13,0.704,95.054,365192,
Nazriya Nazim,"Puthiyoru Pathayil - From ""Varathan""",0j92tXG29XKV1ongcu3JjR,,0.509,0.594,5,-8.813,0,0.0853,0.0172,0.0996,0.299,169.807,185959,
Rajesh Murugesan,Scene Contra,1OjpEswJeHX9MNZquAo6Us,,0.882,0.835,1,-5.169,1,0.194,0.00425,0.0656,0.775,105.022,146678,
Gopi Sundar,Johny Mone Johnee,5DT4xd88yv8N6e1xae1lYG,,0.93,0.836,0,-5.471,1,0.0748,0.00127,0.209,0.786,128.011,277378,
Sachin Raj,Odenda Odenda - Mash Up,1yjyTO6GFmleMX6lKuUj9B,,0.43,0.761,11,-7.44,0,0.174,5.94e-06,0.201,0.193,142.973,296525,
Shaan Rahman,Oru Swapnam Pole,3Kxh0zZsazcU2vW9qm32Vf,,0.722,0.748,0,-6.319,1,0.0364,0.000399,0.0978,0.556,122.912,266342,
Deepak Dev,Naran,3s03Nybixs2m5mMLbGJQGl,,0.362,0.537,2,-7.52,0,0.0476,3.04e-05,0.0907,0.528,143.18,198920,
Rinosh George,I'm a Mallu,3UlcuRM1VI5YdKhV8xzRX6,,0.745,0.663,6,-11.643,0,0.449,0.0,0.0451,0.847,160.762,160674,
ThirumaLi,Malayali Da,73H37RXqxkb7y48reuhgRc,,0.754,0.765,11,-7.23,0,0.0851,3.24e-06,0.11,0.23,98.031,196052,
Ribin Richard,Naadan Vibe,1J3twcdCruJqB86PgaVc8s,,0.762,0.848,1,-3.332,0,0.0833,0.000244,0.207,0.356,104.958,173714,
Deepak Dev,Sona Sona,23lBHQKYZzDFPLTvSUAjR1,,0.792,0.88,7,-5.561,1,0.109,1.41e-06,0.092,0.746,133.355,286773,
NJ,Panipaali-2,4DkshUNprCxqUt2tRdTNO5,,0.754,0.856,1,-3.396,1,0.279,0.0,0.177,0.444,99.001,218182,
M. Jayachandran,Kalyanakacheri,7MHJ04r47DAjDQ0dzNz53O,,0.813,0.856,2,-5.287,1,0.0909,0.0,0.0679,0.803,115.029,270307,
Linkin Park,Numb,2nLtzopw4rPReszdYBJU6h,,0.496,0.863,9,-4.153,1,0.0381,0.0,0.639,0.243,110.018,185587,
Pop Smoke,Dior,79s5XnCN4TJKTVMSmOx8Ep,,0.548,0.805,7,-5.732,1,0.351,0.000389,0.408,0.648,142.094,216387,
The Plot In You,FEEL NOTHING,4xDwCYhobDehSBGUmd5H6Y,,0.448,0.825,4,-5.307,0,0.0621,0.0,0.108,0.226,144.17,216827,
J. Cole,She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW,,0.766,0.74,1,-10.363,1,0.0807,0.0784,0.229,0.183,118.008,296520,
50 Cent,Many Men (Wish Death),5STdMlrBf6pqWiNE7WqxSi,,0.589,0.827,11,-2.938,1,0.384,0.00151,0.14,0.386,161.978,256240,
TOOL,The Pot,1lATXTBJDHwawvT1UfxWu3,,0.469,0.79,7,-6.889,1,0.0391,0.372,0.282,0.466,107.45,381947,
Soundgarden,Black Hole Sun,2EoOZnxNgtmZaD8uUmz2nD,,0.35,0.828,6,-5.373,1,0.041,0.000161,0.0774,0.147,105.435,318587,
Evanescence,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,,0.331,0.943,4,-3.188,0,0.0698,2.06e-06,0.242,0.296,94.612,235893,
Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,,0.912,0.412,7,-8.074,1,0.123,0.0126,0.104,0.423,154.983,238614,
Tevvez,Zeus,5bNofz6tViGjfWBgozTscm,,0.298,0.845,5,-4.243,0,0.0885,0.882,0.357,0.217,152.382,196085,
NEFFEX,Failure,1mBxAXruUcmVObYjvky16R,,0.806,0.621,2,-8.759,1,0.097,9.22e-06,0.0537,0.711,140.048,317143,
Coolio,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,,0.647,0.514,8,-10.05,1,0.0593,0.0,0.398,0.386,79.975,240693,
G-Eazy,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,,0.838,0.771,1,-3.791,1,0.244,0.0,0.0853,0.405,175.957,245387,
Rob Bailey & The Hustle Standard,Hungry,6fd3mZrsVbe7N6whWrlZYv,,0.512,0.79,9,-6.166,1,0.0585,0.0,0.362,0.398,146.162,265824,
Meek Mill,Dreams and Nightmares,42zd6DYQ4o4SECmTITrM1U,,0.631,0.774,11,-2.459,1,0.3,0.0,0.281,0.44,79.745,230693,
Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,,0.831,0.502,10,-4.045,0,0.046,0.0,0.122,0.101,100.541,205427,
XXXTENTACION,YuNg BrAtZ,2ooF4088y5L72c4YTEJQoB,,0.755,0.695,9,-5.963,1,0.26,0.0,0.107,0.493,128.063,101851,
21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,,0.837,0.636,1,-7.643,1,0.086,0.00125,0.342,0.274,145.972,288624,
Eminem,'Till I Collapse,6yr8GiTHWvFfi4o6Q5ebdT,,0.551,0.851,1,-3.277,1,0.197,0.0,0.0784,0.1,171.411,297893,
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",7w9bgPAmPTtrkt2v16QWvQ,,0.701,0.728,2,-4.554,1,0.255,0.00115,0.361,0.0591,171.388,326467,
Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,,0.907,0.633,2,-5.145,1,0.184,2.6e-06,0.106,0.395,145.914,276147,
CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,,0.719,0.648,3,-7.6,0,0.125,0.0,0.127,0.66,140.201,123263,
J. Cole,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,,0.69,0.521,10,-8.492,0,0.339,0.0,0.0534,0.494,100.028,292799,
2Pac,Hail Mary,2zoobJFEB9h15fjYjRd6oP,,0.772,0.644,10,-6.318,0,0.265,4.14e-06,0.366,0.388,82.05,312373,
Nirvana,In Bloom,3sKLf8SmgbyIikCTBZty9F,,0.436,0.876,10,-4.902,0,0.0647,0.000104,0.205,0.512,157.044,255080,
The Weeknd,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,,0.514,0.73,1,-5.934,1,0.0598,9.54e-05,0.0897,0.334,171.005,200040,
Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,,0.905,0.647,10,-5.065,0,0.107,0.0,0.282,0.367,130.97,190534,
Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,,0.877,0.517,2,-5.426,0,0.0706,0.0,0.143,0.255,119.996,162053,
Drake,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,,0.72,0.412,11,-8.687,0,0.223,0.0,0.342,0.179,114.408,275840,
Linkin Park,In the End,60a0Rd6pjrkxjPbaKzXjfq,,0.556,0.864,3,-5.87,0,0.0584,0.0,0.209,0.4,105.143,216880,
DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,,0.8,0.56,5,-4.818,0,0.261,0.0,0.134,0.45,163.071,200221,
Mobb Deep,"Shook Ones, Pt. II",33ZXjLCpiINn8eQIDYEPTD,,0.763,0.786,10,-6.472,0,0.229,0.0114,0.0817,0.504,93.857,325507,
JAY-Z,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,,0.789,0.858,1,-5.542,1,0.311,0.0,0.349,0.775,140.022,219333,
Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,,0.889,0.496,4,-6.365,0,0.0905,0.0,0.252,0.544,86.003,180522,
Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,,0.833,0.434,2,-8.795,1,0.431,0.0219,0.165,0.281,150.062,204600,
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",5h5tBFnbcVioFXiOixTn6E,,0.587,0.698,1,-8.948,1,0.0943,0.0,0.442,0.0985,133.954,310720,
Migos,Bad and Boujee (feat. Lil Uzi Vert),1FvU97lrWOG2NRxErh6OZz,,0.897,0.661,8,-6.2,0,0.27,0.0,0.116,0.193,127.081,334467,
Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,,0.763,0.628,11,-5.85,1,0.05,0.0,0.114,0.193,140.958,190557,
21 Savage,Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,,0.88,0.428,9,-8.28,1,0.206,5.05e-05,0.114,0.333,100.007,172800,
Jay Rock,Wow Freestyle (feat. Kendrick Lamar),0gV5B7zmJkS1aaH9APokrH,,0.782,0.633,8,-4.644,1,0.341,0.0,0.0615,0.749,150.055,175213,
Various Artists,Ima Boss (feat. Rick Ross),7sjwaBQ6M3aVigYfBjm1sL,,0.37,0.87,5,-2.09,1,0.271,0.0,0.604,0.331,79.092,250240,
J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,,0.837,0.364,8,-11.713,1,0.276,0.0,0.271,0.463,123.984,213594,
Tee Grizzley,From The D To The A (feat. Lil Yachty),0oNTCcktaFnaVgApibjcsQ,,0.863,0.705,8,-4.715,1,0.306,0.0,0.696,0.727,99.04,165140,
Nipsey Hussle,Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,,0.6,0.716,3,-5.554,0,0.384,0.0,0.109,0.246,180.165,175040,
Linkin Park,Somewhere I Belong,3fjmSxt0PskST13CSdBUFx,,0.451,0.951,1,-3.754,1,0.0645,2.39e-06,0.261,0.442,162.065,213933,
Three Days Grace,Animal I Have Become,56sk7jBpZV0CD31G9hEU3b,,0.553,0.853,8,-3.668,1,0.0339,0.0,0.126,0.506,122.023,231400,
Three Days Grace,I Hate Everything About You,0M955bMOoilikPXwKLYpoi,,0.498,0.83,6,-5.157,0,0.0421,0.0,0.139,0.453,89.342,231480,
Three Days Grace,Break,4urxRqBRiaH0i20OKBsgxc,,0.578,0.897,0,-3.906,1,0.0357,0.0,0.0924,0.737,115.491,193107,
Young Money,Trophies,6HfOzLLjsaXsehIFEsrxTk,,0.746,0.687,1,-7.475,1,0.382,0.0,0.137,0.283,143.931,188320,
Joyner Lucas,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,,0.884,0.936,1,-3.931,1,0.167,0.0,0.262,0.758,120.004,236501,
Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,,0.834,0.73,8,-3.714,1,0.222,0.0,0.124,0.446,155.008,312820,
Various Artists,Can't Be Touched (feat. Mr. Magic & Trouble),3zmduBNsQ6BPDTZAkXzG5K,,0.642,0.777,4,-4.809,0,0.094,0.0,0.227,0.413,96.986,214400,
A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,,0.797,0.844,11,-5.482,1,0.275,0.0,0.087,0.52,170.142,173600,
Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,,0.688,0.647,2,-7.258,1,0.19,1.65e-05,0.095,0.195,88.834,164580,
Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,,0.548,0.732,11,-5.652,0,0.336,0.0,0.269,0.612,142.791,127547,
Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,,0.876,0.786,10,-4.884,0,0.306,0.0,0.127,0.575,153.068,244679,
Kanye West,POWER,2RUFzxyUlI36KKy9Agkqze,,0.539,0.907,0,-4.757,0,0.13,0.0,0.825,0.553,154.0,292093,
Adele,Skyfall,6VObnIkLVruX4UVyxWhlqm,,0.346,0.552,0,-6.864,0,0.0282,0.0,0.114,0.0789,75.881,286480,
Adele,Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR,,0.73,0.769,8,-5.114,1,0.0298,0.0,0.0473,0.507,104.948,228093,
Tevvez,Frozen in time,2rw6f8ewTlzmozkSOQoek0,,0.444,0.833,4,-6.721,0,0.0765,1.87e-05,0.186,0.0723,150.09,224075,
Tevvez,Legend,05EG9LwFCVjkoYEWzsrHHO,,0.294,0.707,2,-5.418,1,0.0389,0.106,0.0705,0.0395,149.94,189679,
Egzod,Wake Up,6klFmUlfQLdMCTigFpOpkb,,0.471,0.846,5,-3.92,0,0.046,0.0,0.341,0.3,142.087,182958,
Various Artists,Beast - Southpaw Remix,2fWSwWmKRuyioqIzOzuQGo,,0.596,0.947,9,-4.514,1,0.218,0.0,0.888,0.555,143.991,279373,
Rob Bailey & The Hustle Standard,Hold Strong,3SeZzF0iKVwsqfpZcQeA4r,,0.631,0.729,8,-7.615,1,0.0558,0.0,0.486,0.515,135.965,247599,
Rob Bailey & The Hustle Standard,Try 'n Hold Me Back,6f4kA6R95cUJWQ9geSTB6c,,0.548,0.853,7,-7.284,1,0.0837,0.0,0.272,0.579,144.09,231149,
Rob Bailey & The Hustle Standard,Run This,5dclpFokYTrD629C3SJ3yw,,0.573,0.61,9,-7.296,0,0.0424,0.0,0.483,0.315,146.112,228493,
Nirvana,Smells Like Teen Spirit,56Cub3qT0VhFQd2Wiblv2w,,0.502,0.912,1,-4.556,1,0.0564,0.000173,0.106,0.72,116.761,301920,
